address,label_1,label_2,label_3,label_4,label_5,label_6
6vdXD7uu4zBXMjWecqMPWGsy5H7dSQXSYJS4gNqGbvTt,0xEdwin999(Mason的金狗猎手频道),顶级聪明钱45(顶级叙事聪明钱汇总),3dwen(@0xEdwin999)(Money Never Sleeps),@0xEdwin999(聚宝盆),热点追的快 晚上稳(金狗秘籍),3dwen(@0xEdwin999)(精选聪明钱 & KOL 地址)
BrokeTYfc2LXSVds9WFyeX4adxnN4GVdFQ1CBky7iNpN,IsBrokeAf(@IsBrokeAf)(Money Never Sleeps),,,,,
DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm,DNF(Mason的金狗猎手频道),顶级聪明钱4(顶级叙事聪明钱汇总),DNF(@Ga__ke)(Money Never Sleeps),聪明钱@Ga__ke(聚宝盆),热度可以 dnf(金狗秘籍),Gake DNF聪明钱(@Ga__ke)(精选聪明钱 & KOL 地址)
9HCTuTPEiQvkUtLmTZvK6uch4E3pDynwJTbNw6jLhp9z,JAMES(@corleonefnf)(Money Never Sleeps),猴哥(@corleonefnf)(精选聪明钱 & KOL 地址),,,,
4YzpSZpxDdjNf3unjkCtdWEsz2FL5mok7e5XQaDNqry8,寻乐(@xunle111)(Money Never Sleeps),,,,,
EfbbhahGNuhqEraRZXrwETfsaKxScngEttdQixWAW4WE,搞钱小猫(@xiaomaogaoqian)(Money Never Sleeps),,,,,
C3nLTNMK6Ao1s3J1CQhv8GbT3NoMmifWoi9PGEcYd9hP,顶级聪明钱37(顶级叙事聪明钱汇总),ChenPepe(@Nyenchenpepe)(Money Never Sleeps),,,,
3G9CBwvBxUnhX4M5pECtchUh1royRtWRPcJ998PtQ5tu,真实倍数不高能赚就行(聚宝盆),出手少 稳8(金狗秘籍),,,,
3SCvv1EnKQNvqJ7n5nbrKMfiT5twsq34bP6RkLNki89w,5LUCEs主号（大资金(聚宝盆),,,,,
3SYQn32YG7XowiCzXKuXqnqBWtFvQDp3WeK36eE8rTEi,凉粉小刀(Mason的金狗猎手频道),凉粉小刀(@liangfenxiaodao)(Money Never Sleeps),凉粉小刀(聚宝盆),凉粉小刀(@liangfenxiaodao)(精选聪明钱 & KOL 地址),,
4625pi6asX1CpKmw1apw3mnGxxntS7F95ALqhWLgVoCr,laolu(聚宝盆),,,,,
4J5rDTvRbzjuKkB4B9rvNEvDz6f1BEBzUVT5mdctKHoT,低频高胜大聪明(Mason的金狗猎手频道),低频高收益(聚宝盆),低频高收益1(精选聪明钱 & KOL 地址),,,
4nhabKaiC4skNBx4Up9KYFFhQq7sk9J1wdXKUtteXaGi,吐槽（群友(聚宝盆),,,,,
4q7rNU1nRUWY14vaLPpzpc2C756UQE36vaDwphBpLf2s,超高倍胜率低(Mason的金狗猎手频道),聪明钱018(Money Never Sleeps),河马和billy高倍数(聚宝盆),,,
69ngexW9UkgRp5KFjLpaK9XNSCxUFmps6jYmqhK3q6m9,内部人士？Mew/Popcat(聚宝盆),,,,,
6fg77vTppRWZaQQaZhBqUtfu1PvRiCtWzoN8qF83fEbS,风无向(聚宝盆),,,,,
7FfB2zQRYUQwpPzkRxAeg2mCBGeCRKp4PCEeULJA9xTo,@himgajria 资助FI的来源钱包（交易所钱包(聚宝盆),,,,,
8rYgrF8Vg3sLCrsRCHWzvG542nfLnWHNQvMFHPcQYtvL,FI@aiwdaddyissues $Shegen(聚宝盆),,,,,
9iyAyxFsCo7iNobHb84FVN6YP3VRJMAJHSbQ6X9nQEfJ,高倍早期聪明钱(Mason的金狗猎手频道),top pnl非交易型(聚宝盆),,,,
AVAZvHLR2PcWpDf8BXY4rVxNHYRBytycHkcB5z5QNXYm,老牌聪明钱(Ansem)(Mason的金狗猎手频道),Ansem(聚宝盆),,,,
Ay9wnuZCRTceZJuRpGZnuwYZuWdsviM4cMiCwFoSQiPH,冷静哥(Mason的金狗猎手频道),冷静(@hexiecs)(Money Never Sleeps),冷静(聚宝盆),冷静(@hexiecs)(精选聪明钱 & KOL 地址),,
CMDarQhUrahd9f3UNEaC5yfBi5ha8gsLEwP9aHZQeDLG,GOAT四百万巨鲸(Mason的金狗猎手频道),大资金风格(聚宝盆),,,,
DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm,DNF(Mason的金狗猎手频道),顶级聪明钱4(顶级叙事聪明钱汇总),DNF(@Ga__ke)(Money Never Sleeps),聪明钱@Ga__ke(聚宝盆),热度可以 dnf(金狗秘籍),Gake DNF聪明钱(@Ga__ke)(精选聪明钱 & KOL 地址)
FR4bdQtxSb6fZp8HvYXZ5qDpRSQ8NxhaGvz5Q89mXMeP,@himgajria 资助FI(聚宝盆),跟趋势热点选手11(金狗秘籍),,,,
FpCgGwrowtdTM8hhHtP3o2shRJqThpnodEk3JG1bkPfx,jintao(Mason的金狗猎手频道),jingtao(聚宝盆),Jingtao(@muzzyvermillion)(精选聪明钱 & KOL 地址),,,
GgdGnxFWdmspMyBTnv6baz5ppabA4LraU2hP1MBzm32r,学长(聚宝盆),中期稳 选手5号(金狗秘籍),,,,
GktBazmf4ZaSZxzqyHjHaBHLk6GjjXF2FgsyCwLu6wtU,@AISafetyMemes(聚宝盆),,,,,
GpaxwRPnFsygJaw1d9uf78Tzt7yDoZr5hBhfWEk7gyRT,小众 抽象派(聚宝盆),,,,,
HUpPyLU8KWisCAr3mzWy2FKT6uuxQ2qGgJQxyTpDoes5,0xSun(Mason的金狗猎手频道),顶级聪明钱32(顶级叙事聪明钱汇总),0xSun(@0xSunNFT)(Money Never Sleeps),0xSun（sol)(聚宝盆),,
jz1RPBQEEgroa63tqPfNWDUgEoJbDzLgz3TthDMHbB1,Shogun 将軍 shogunfucks.sol(聚宝盆),,,,,
zrdWJB8Y7dsuy3DtYHc17k2DXMyJJwCNpaDjhNRP3FG,MeisterDog（KOL）(聚宝盆),前中期2号 稳(金狗秘籍),,,,
7QZGS7MQ4S6hRmE8iXoFTXgQ2hXVUCho2ZhgeWvLNPZT,Murad-S1(聚宝盆),,,,,
Gg7CjSTXBe8UcStD7PjC5vQAr17izUQTNAe1Te64u5Pb,吐槽2（群友(聚宝盆),,,,,
GyBkVYkHBPMapyQeueQ6d44YthwqYiX4ajgnGLqq9P7r,Murad-s2(聚宝盆),,,,,
2xn57hPD2v6ighJFPXNPSoiGUXkW4KKo8Hb3NpXmHZvZ,Murad-s3(聚宝盆),,,,,
EAidUwbaz9vu9ZLSNiDHiPGf6NTZRdzUUQsQbX9kowWa,shoggosh3Dpump上车(聚宝盆),,,,,
4RdA9pordAbYrY3ZYT8zJdJTfHptbFxxsvQm7sJiXqgZ,高胜率高倍数（山羊河马5H上车shoggosh5D上车(聚宝盆),,,,,
4XTbg7KcgrfbU1XqyXw3tAXXTxiVkpJMCHpPLMmBJBPW,只爱重仓(Mason的金狗猎手频道),顶级聪明钱70(顶级叙事聪明钱汇总),POW（Luce11Min上车7K30倍，热点、大亏大赚型(聚宝盆),中后期选手稳(金狗秘籍),,
8K5276kWCmRnS1TLTAKxRznM6NehtHkqCVWxcQhzHrwF,lasercat（sol3(聚宝盆),猫哥大号(@BitCloutCat)(精选聪明钱 & KOL 地址),,,,
ABUqmjGYiZd4mFxVa2ZV4zZUUbB7a7U7EvoPkw4YHvC6,基本没错过大金狗(Mason的金狗猎手频道),猫哥FOREST40mGOAT6HShoggoth3D上车(聚宝盆),价值选手稳(金狗秘籍),,,
AtvnQYaJto2DGu5y583rTNzrFxt9fsz8LWR4piK2MHSz,Mirro(聚宝盆),2号技师 超稳出手少(金狗秘籍),,,,
5Fc7o7MexBkAxw5QgiAe1fsjo8NM2UaYJzcuA3QpwRJz,AI早期且 高胜率(聚宝盆),,,,,
HD2sAksiPtJRUbtReLfbvH1m6phDDn9avsBJteN29qEV,钻石手1$FWOG$GOTA$LUNC$PUPS(聚宝盆),,,,,
AUFtUTXKTat8HZcbHaA9p8STqqLxtimxKhY7BYiyUirr,钻石手2$FWOG$GOTA$LUNC$PUPS(聚宝盆),,,,,
Fj8RmTPDGQXzhEPmWZsCcc6wfZCimEJZtVG3UuM4sxCm,超级钻石手2popcat疑似@kronicle89(聚宝盆),,,,,
6u78dnHYpesnhDBa1fKCVUMr9ai9vn9VhhJ4TUuue5D9,猫哥sol3(聚宝盆),,,,,
8zWb4WM6qoJguSSqoKV2DrzZq2hd2V3w6FktFMP68AxJ,低频高胜市值5涨100M选手（cabal成员？(聚宝盆),,,,,
7jZaGVnuARrPwafmhdvtBL7MACSmdRRq2XqEUMcaZNGL,松鼠23X修格斯15X少标多利型(聚宝盆),,,,,
Ah7SnagSabPNPvkcciYwqqyCR1ymMVW3C9tFvJea1kzV,松鼠三币鲸鱼(聚宝盆),,,,,
Db3PqVvFJjPDdyL1EhcgXBsL1EXQbzU4GmVvf4Kuk49,很少出手大盈利(聚宝盆),,,,,
G1pRtSyKuWSjTqRDcazzKBDzqEF96i1xSURpiXj3yFcc,CryptoD(Mason的金狗猎手频道),顶级聪明钱9(顶级叙事聪明钱汇总),CryptoD(@CryptoDevinL)(Money Never Sleeps),CryptoD 超小亏超大赚(聚宝盆),重仓 有人上跟(金狗秘籍),CryptoD(@CryptoDevinL)(精选聪明钱 & KOL 地址)
2JrTudNHthFHtgHBoJdx9xKgGRAYrir7AUw7shvdW5uR,超大聪明钱(Mason的金狗猎手频道),大赚小亏(大额交易型(聚宝盆),,,,
4oS8HfZrHLBo25svW7cY9GSqLEUG4GPutGpPWJpCzH9P,擅长抄底和找金标(聚宝盆),,,,,
6vdXD7uu4zBXMjWecqMPWGsy5H7dSQXSYJS4gNqGbvTt,0xEdwin999(Mason的金狗猎手频道),顶级聪明钱45(顶级叙事聪明钱汇总),3dwen(@0xEdwin999)(Money Never Sleeps),@0xEdwin999(聚宝盆),热点追的快 晚上稳(金狗秘籍),3dwen(@0xEdwin999)(精选聪明钱 & KOL 地址)
862mqNG4cdoBk4RBjv9pcoUnCiGVbFQQ3a4DUiaTrbFY,老陆小号(聚宝盆),,,,,
8zjWqUaHWyCaw9gZ8r8fF8wrBisRNa4gU2mq74BLDAKJ,佐哥激光猫群友（勿跟待观察(聚宝盆),,,,,
8deJ9xeUvXSJwicYptA9mHsU2rN2pDx37KWzkDkEXhU6,cooker(Mason的金狗猎手频道),Cooker(@CookerFlips)(Money Never Sleeps),him疑似(聚宝盆),重仓 好标 容易被埋(金狗秘籍),Cooker(@CookerFlips)(精选聪明钱 & KOL 地址),
3HRospuJFML9mDRYGvtr7Bw2Gewzd8bPPZzAy6Yqcm1T,早期scf/huahua(交易型？也买彩票易亏(聚宝盆),,,,,
CLegS2MSiCsBksVazCg4Y7Gz3NqeBK21QyvzK4Q7S168,多面聪明钱(Mason的金狗猎手频道),顶级聪明钱13(顶级叙事聪明钱汇总),聪明钱009(Money Never Sleeps),quart拉盘22 前上人跟 重点(金狗秘籍),,
G1pRtSyKuWSjTqRDcazzKBDzqEF96i1xSURpiXj3yFcc,CryptoD(Mason的金狗猎手频道),顶级聪明钱9(顶级叙事聪明钱汇总),CryptoD(@CryptoDevinL)(Money Never Sleeps),CryptoD 超小亏超大赚(聚宝盆),重仓 有人上跟(金狗秘籍),CryptoD(@CryptoDevinL)(精选聪明钱 & KOL 地址)
71CPXu3TvH3iUKaY1bNkAAow24k6tjH473SsKprQBABC,发誓要做钻石手的王小二(Mason的金狗猎手频道),顶级聪明钱2(顶级叙事聪明钱汇总),王小二(@brc20niubi)(Money Never Sleeps),王小二 大热必上(金狗秘籍),,
4EsY8HQB4Ak65diFrSHjwWhKSGC8sKmnzyusM993gk2w,眼光不错赚的不多(Mason的金狗猎手频道),聪明钱011(Money Never Sleeps),早期侦察犬6(金狗秘籍),Smart Money 80(What smart money buy),,
4XTbg7KcgrfbU1XqyXw3tAXXTxiVkpJMCHpPLMmBJBPW,只爱重仓(Mason的金狗猎手频道),顶级聪明钱70(顶级叙事聪明钱汇总),POW（Luce11Min上车7K30倍，热点、大亏大赚型(聚宝盆),中后期选手稳(金狗秘籍),,
CNudZYFgpbT26fidsiNrWfHeGTBMMeVWqruZXsEkcUPc,高倍高胜率聪明钱(嗅觉灵敏)(Mason的金狗猎手频道),顶级聪明钱26(顶级叙事聪明钱汇总),聪明钱012(Money Never Sleeps),重仓必参考(金狗秘籍),,
ERjCjBRinnL5zGgURC2DneErtqzojV7oNHhqiGnHcXW1,新巨鲸(Mason的金狗猎手频道),聪明钱013(Money Never Sleeps),热点侦察犬6 上人跟(金狗秘籍),,,
CUunb4piqJFhxF2GaphJ9X283jYRd1jt8UzVCgeoPCsi,CUunb4...eoPCsi(Mason的金狗猎手频道),热度顺势选手(金狗秘籍),,,,
DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm,DNF(Mason的金狗猎手频道),顶级聪明钱4(顶级叙事聪明钱汇总),DNF(@Ga__ke)(Money Never Sleeps),聪明钱@Ga__ke(聚宝盆),热度可以 dnf(金狗秘籍),Gake DNF聪明钱(@Ga__ke)(精选聪明钱 & KOL 地址)
FR4bdQtxSb6fZp8HvYXZ5qDpRSQ8NxhaGvz5Q89mXMeP,@himgajria 资助FI(聚宝盆),跟趋势热点选手11(金狗秘籍),,,,
ABUqmjGYiZd4mFxVa2ZV4zZUUbB7a7U7EvoPkw4YHvC6,基本没错过大金狗(Mason的金狗猎手频道),猫哥FOREST40mGOAT6HShoggoth3D上车(聚宝盆),价值选手稳(金狗秘籍),,,
Ej6WQwDSUJSDchWDt7dL3K9AsPiyj6DFqk7834DKmWkj,前中期选手(金狗秘籍),Smart Money 52(What smart money buy),,,,
4Be9CvxqHW6BYiRAxW9Q3xu1ycTMWaL5z8NX4HR3ha7t,早期侦察犬稳(金狗秘籍),Mitch(@idrawline)(精选聪明钱 & KOL 地址),,,,
4WMicaY7fmmGrZFENyV4G7Xo5gL9DrQ5cSqP7qL4e64p,前中期好狗1 上人跟(金狗秘籍),,,,,
BjXenSSY4jXEEZ8BZah7WhJQ8Jg6nescxgZTw82ndfse,高确定性选手(重点)(金狗秘籍),,,,,
CLpDttr14kM4svu7jypK4rzsMKdJYAR8emGNPaWs7omB,热点侦察犬2 上人跟(金狗秘籍),,,,,
HPkQu4osTzt3reYjYX8CHufGCGgHesc7PqG6WdhcY4p9,中后期选手66 跟风(金狗秘籍),Smart Money 69(What smart money buy),,,,
Gf9XgdmvNHt8fUTFsWAccNbKeyDXsgJyZN8iFJKg5Pbd,985学长(Mason的金狗猎手频道),985学长(@Unipioneer)(Money Never Sleeps),会找热度的选手 稳(金狗秘籍),985学长2(@Unipioneer)(精选聪明钱 & KOL 地址),,
952nKaqEPaEiQrH4HqSnT5jki9Eh6bJvwvfwLk4LxuW6,51(@0x515151)(Money Never Sleeps),会抓金狗的51哥(金狗秘籍),,,,
BieeZkdnBAgNYknzo3RH2vku7FcPkFZMZmRJANh2TpW,超早期pump(Mason的金狗猎手频道),聪明钱001(Money Never Sleeps),宝宝很稳 10号(金狗秘籍),,,
5bwjwWtTV8ymJCH9GFDtVrEq1zza8Fz1hVec2NwPcFqP,群友 出手少 稳(金狗秘籍),,,,,
6vdXD7uu4zBXMjWecqMPWGsy5H7dSQXSYJS4gNqGbvTt,0xEdwin999(Mason的金狗猎手频道),顶级聪明钱45(顶级叙事聪明钱汇总),3dwen(@0xEdwin999)(Money Never Sleeps),@0xEdwin999(聚宝盆),热点追的快 晚上稳(金狗秘籍),3dwen(@0xEdwin999)(精选聪明钱 & KOL 地址)
8deJ9xeUvXSJwicYptA9mHsU2rN2pDx37KWzkDkEXhU6,cooker(Mason的金狗猎手频道),Cooker(@CookerFlips)(Money Never Sleeps),him疑似(聚宝盆),重仓 好标 容易被埋(金狗秘籍),Cooker(@CookerFlips)(精选聪明钱 & KOL 地址),
BJv6rCw7siVkbCnWaSSow5nD8QFkpt9is5USkF13XGu4,热点狗 快进快出(金狗秘籍),,,,,
5C2yZxzVVnniiBeAj9stzjPotnFDRCwnZymkwzRHNQwd,热点反应快 高倍稳(金狗秘籍),,,,,
8M36Zt6mJ6SXyc8KK5Cc9Wk2zedQYrprrW2rrjgQ7SYn,跟趋势 热点选手88(金狗秘籍),,,,,
8NgW4LgwnTL3mHZknDF9aP9mxApsP8WK566v4Cg9Xi3t,聪明钱014(Money Never Sleeps),goat内幕稳 上人可跟(金狗秘籍),,,,
7azv99nzG6KYzkAP3uTN7trfUFtEqzXw1Pxy8MsR8R6P,前中期 重仓稳(金狗秘籍),,,,,
Aqa8H5hmHe9MFY9sW6widbqEuaYv7q2KnRo25ApPhWhA,蓝月亮(@BMooon97_)(Money Never Sleeps),fur内幕2 上人跟(金狗秘籍),,,,
C1kVQSrNgFXd6u6PFbqDHphsPt98X64dw99FM7xRbQqG,聪明钱015(Money Never Sleeps),tonic内幕5 有人上跟(金狗秘籍),,,,
ECMvT4GQ59aWQVidtzarfvSr7vaZZUnvi1SvaurmtLRD,聪明钱016(Money Never Sleeps),molly内幕2有人上跟(金狗秘籍),,,,
BWAXnnyi5MDsLoQGJ2QprPEe9zSe9dcNwak6bFaq3wRB,早期18 上人可跟(金狗秘籍),Smart Money 55(What smart money buy),,,,
45yBcpnzFTqLYQJtjxsa1DdZkgrTYponCg6yLQ6LQPu6,pump聪明钱(Mason的金狗猎手频道),顶级聪明钱30(顶级叙事聪明钱汇总),跟风趋势8 有人上跟(金狗秘籍),,,
AWiSkqTYBg93zrtepU88jmm2hQ7cuVWsUBaR7TpV8eHc,超稳 可跟 热度 大收益(金狗秘籍),,,,,
9uuq6Uch7nGQxQhHmTfrmXcSLP5nJFxFsRChL36pNG39,趋势选手 会跟(金狗秘籍),,,,,
DygBZFmF6z16nXywkvM2X3PB4mgLiTSdwJisV1jcfwc2,聪明钱005(Money Never Sleeps),稳 有人上 可跟(金狗秘籍),,,,
8eKPLevBTQoQ6v5ABWsJYSA3vJgCy8N2cPVMFLQ2y5tT,聪明钱003(Money Never Sleeps),早期热度跟风 无参考(金狗秘籍),以小博大高胜率1(精选聪明钱 & KOL 地址),,,
DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,聪明钱004(Money Never Sleeps),热点非常敏感选手(金狗秘籍),,,,
6BJ8YTiiDdSxy7RNLHd4hurmvUjreRFoxLGKYftAGb4x,侦察犬4号 热点很强(金狗秘籍),,,,,
FwgiaChX5pdRAXtTmzbRDxdJmjBhVyg6UMkQAJFGKnM6,88号技师 上人跟(金狗秘籍),,,,,
9HQbw76L1NumMqh7su781go3ug9w8z7poSVoVWGDLLzx,quart拉盘55 前上人跟(金狗秘籍),,,,,
ATmKENkRrL1JQQnoUNAQvkiwgjiHKUkzyncxTGxyzQL1,JAIL 1 (配合其他信号)(Mason的金狗猎手频道),JAIL 1 (配合其他信号)(Mason的金狗猎手频道),兔子11号 稳(金狗秘籍),,,
E57hYjjwNAnvXe67C1q7nKRdC2jWMRGLWAJsBJAJrgzR,聪明钱007(Money Never Sleeps),中后期趋势 喜欢追高(金狗秘籍),高胜率2(精选聪明钱 & KOL 地址),,,
rp8ntGS7P2k3faTvsRSWxQLa3B68DetNbwe1GHLiTUK,ARC2 (谨慎)(Mason的金狗猎手频道),ARC2 (谨慎)(Mason的金狗猎手频道),暴击小子 容易被埋 注意(金狗秘籍),,,
8yJFWmVTQq69p6VJxGwpzW7ii7c5J9GRAtHCNMMQPydj,顶级聪明钱15(顶级叙事聪明钱汇总),Lexapro(@LexaproTrader)(Money Never Sleeps),热点趋势6 连续重仓上(金狗秘籍),@LexaproTrader(精选聪明钱 & KOL 地址),,
2EkhJvG7eunHrecNsAijNx8aGcv2Kjd3schd12Gb5tmp,高胜率大资金(Mason的金狗猎手频道),顶级聪明钱39(顶级叙事聪明钱汇总),聪明钱020(Money Never Sleeps),quart拉盘33 前上人跟 重点(金狗秘籍),,
3G9CBwvBxUnhX4M5pECtchUh1royRtWRPcJ998PtQ5tu,真实倍数不高能赚就行(聚宝盆),出手少 稳8(金狗秘籍),,,,
GgdGnxFWdmspMyBTnv6baz5ppabA4LraU2hP1MBzm32r,学长(聚宝盆),中期稳 选手5号(金狗秘籍),,,,
zrdWJB8Y7dsuy3DtYHc17k2DXMyJJwCNpaDjhNRP3FG,MeisterDog（KOL）(聚宝盆),前中期2号 稳(金狗秘籍),,,,
8zFZHuSRuDpuAR7J6FzwyF3vKNx4CVW3DFHJerQhc7Zd,高盈利巨鲸(Mason的金狗猎手频道),顶级聪明钱18(顶级叙事聪明钱汇总),POW(@traderpow)(Money Never Sleeps),中线选手 大亏大赚(金狗秘籍),POW(@traderpow)(精选聪明钱 & KOL 地址),
AtvnQYaJto2DGu5y583rTNzrFxt9fsz8LWR4piK2MHSz,Mirro(聚宝盆),2号技师 超稳出手少(金狗秘籍),,,,
HYWo71Wk9PNDe5sBaRKazPnVyGnQDiwgXCFKvgAQ1ENp,聪明钱002(Money Never Sleeps),中线选手06 跟趋势(金狗秘籍),暴击巨鲸，埋伏小市值的盈利很高(精选聪明钱 & KOL 地址),,,
Eqxr8e3tuavYEV5xbomqkCrrkJ69xVaGNm5ZwKc4k2aZ,KACY 1(Mason的金狗猎手频道),重仓稳 出手少(金狗秘籍),,,,
3JPYL9xEPFjefV3tccrUwhLzME1mMq2dQSDeDebgzQi6,重点关注！(Mason的金狗猎手频道),中后期技术 稳上(金狗秘籍),,,,
J433tnmDFbCrXwcVcmdiFKAuSuPuB2LTMq2qcRDpSjKE,quart拉盘1 神准稳 前上人跟(金狗秘籍),,,,,
6b9iQzj1P6z8XpmJSAoyHdLZC4oyK8pmTXQVc9iVTEEr,扫链侦察犬 68(金狗秘籍),Smart Money 37(What smart money buy),,,,
5q7Xwc2T57sK1DKU6zuwVXvMPsxqB2xrJ3T5AonFYtcY,顶级聪明钱69(顶级叙事聪明钱汇总),聪明钱042(Money Never Sleeps),热点犬 上大户可跟(金狗秘籍),,,
BUhDg7dW7F6ZF8bQAEwTZo1HyNNrRTCLR1MQNSKVYU2i,老鹰12(Mason的金狗猎手频道),聪明钱021(Money Never Sleeps),中后期选手5 重仓稳(金狗秘籍),,,
AqoKWw6z5uUv3xuwF18AFvJUin1kipcLHBd1HZQNJV99,莱特5(Mason的金狗猎手频道),顶级聪明钱60(顶级叙事聪明钱汇总),中线趋势选手8号 重仓稳(金狗秘籍),,,
CqvFv8FKSC6kiZu8sBKGbZW9ndWUSTbfLX7ML4eeEt2k,兔大金 6-9点重点上(金狗秘籍),,,,,
CNc6BAb2B8RvdvCoxeWkxRKHrneVVCohMXUt2fr4J5TW,兔子4号 参考(金狗秘籍),,,,,
59JHRSyXDSvKT4J1HWs18FWBxyLTNZV2r9pxHWZRjgnv,莱特9(Mason的金狗猎手频道),侦察兔 早期稳(金狗秘籍),,,,
5BmrGZsKHAXVTzW35fMHFdqdqivMdQTLxGMKqZBUja89,ALCH富兔 重点(金狗秘籍),,,,,
H4woYRDC8LQ4gHT5XHPS6iu8MC5erP7RQiiDoYg6Ey2G,塞亚2号 稳定(金狗秘籍),,,,,
3uAy95CcqN5cxrdAcswbMYSGH8tL3epKpnfZW2ufmnsH,宝宝很稳 1号(金狗秘籍),,,,,
4632BMWY69AkVHxN1XLKVuLrednYiLccuMeoXnQBMA7Z,宝宝很稳 2号(金狗秘籍),,,,,
3cDCdriSsgjpUERc1C2CxTqJr1J3NftiWm35pKZVFBj7,Mustard 2(Mason的金狗猎手频道),宝宝很稳 3号(金狗秘籍),,,,
CRVidEDtEUTYZisCxBZkpELzhQc9eauMLR3FWg74tReL,宝宝6号 跟风(金狗秘籍),,,,,
Cw2M6gGJHZhqMqKnoQg59g8W9b2FW3uBQkqMj96dgeoc,莱特10(Mason的金狗猎手频道),宝宝很稳 8号(金狗秘籍),,,,
687kTFNvKG9GXf8UsPzyrKbKpz5ExNrSCWfs7S4PTGiL,顶级聪明钱28(顶级叙事聪明钱汇总),聪明钱024(Money Never Sleeps),宝宝很稳 8号(金狗秘籍),,,
JCqSTuTzk2EHyAUv7VRq8SNZcQhuKT5ATsBJSe9TXz91,0xace(@0xace_eth)(Money Never Sleeps),宝宝很稳 9号(金狗秘籍),0xace(@0xace_eth)(精选聪明钱 & KOL 地址),,,
j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,实力热点价值选手(金狗秘籍),,,,,
ECCKBDWX3MkEcf3bULbLBb9FvrEQLsmPMFTKFpvjzqgP,顶级聪明钱11(顶级叙事聪明钱汇总),傻瓜8号 跟人可上(金狗秘籍),,,,
Haee7H5bKDCnm6dXLkeR9DcWw9Puhnkwk71QBUSHcpUt,徐乐出手极少稳(金狗秘籍),,,,,
